83, 83, 0
82, 83, 0
81, 83, 0
80, 83, 0
79, 83, 0
78, 83, 0
77, 83, 0
76, 83, 0
75, 83, 0
74, 83, 0
73, 83, 0
72, 83, 0
71, 83, 0
70, 83, 0
69, 83, 0
68, 83, 0
67, 83, 0
66, 83, 0
65, 83, 0
64, 83, 0
63, 83, 0
62, 83, 0
61, 83, 0
60, 83, 0
59, 83, 0
58, 83, 0
57, 83, 0
56, 83, 0
55, 83, 0
54, 83, 0
53, 83, 0
52, 83, 0
51, 83, 0
50, 83, 0
49, 83, 0
48, 83, 0
47, 83, 0
46, 83, 0
45, 83, 0
44, 83, 0
43, 83, 0
42, 83, 0
41, 83, 0
40, 83, 0
39, 83, 0
38, 83, 0
37, 83, 0
36, 83, 0
35, 83, 0
34, 83, 0
33, 83, 0
32, 83, 0
31, 83, 0
30, 83, 0
29, 83, 0
28, 83, 0
27, 83, 0
26, 83, 0
25, 83, 0
24, 83, 0
23, 83, 0
22, 83, 0
21, 83, 0
20, 83, 0
19, 83, 0
18, 83, 0
17, 83, 0
16, 83, 0
15, 83, 0
14, 83, 0
13, 83, 0
12, 83, 0
11, 83, 0
10, 83, 0
9, 83, 0
8, 83, 0
7, 83, 0
6, 83, 0
5, 83, 0
4, 83, 0
3, 83, 0
2, 83, 0
1, 83, 0
0, 83, 0
0, 82, 0
0, 81, 0
0, 80, 0
0, 79, 0
0, 78, 0
0, 77, 0
0, 76, 0
0, 75, 0
0, 74, 0
0, 73, 0
0, 72, 0
0, 71, 0
0, 70, 0
0, 69, 0
0, 68, 0
0, 67, 0
0, 66, 0
0, 65, 0
0, 64, 0
0, 63, 0
0, 62, 0
0, 61, 0
0, 60, 0
0, 59, 0
0, 58, 0
0, 57, 0
0, 56, 0
0, 55, 0
0, 54, 0
0, 53, 0
0, 52, 0
0, 51, 0
0, 50, 0
0, 49, 0
0, 48, 0
0, 47, 0
0, 46, 0
0, 45, 0
0, 44, 0
0, 43, 0
0, 42, 0
0, 41, 0
0, 40, 0
0, 39, 0
0, 38, 0
0, 37, 0
0, 36, 0
0, 35, 0
0, 34, 0
0, 33, 0
0, 32, 0
0, 31, 0
0, 30, 0
0, 29, 0
0, 28, 0
0, 27, 0
0, 26, 0
0, 25, 0
0, 24, 0
0, 23, 0
0, 22, 0
0, 21, 0
0, 20, 0
0, 19, 0
0, 18, 0
0, 17, 0
0, 16, 0
0, 15, 0
0, 14, 0
0, 13, 0
0, 12, 0
0, 11, 0
0, 10, 0
0, 9, 0
0, 8, 0
0, 7, 0
0, 6, 0
0, 5, 0
0, 4, 0
0, 3, 0
0, 2, 0
0, 1, 0
0, 0, 0
1, 0, 0
2, 0, 0
3, 0, 0
4, 0, 0
5, 0, 0
6, 0, 0
7, 0, 0
8, 0, 0
9, 0, 0
10, 0, 0
11, 0, 0
12, 0, 0
13, 0, 0
14, 0, 0
15, 0, 0
16, 0, 0
17, 0, 0
18, 0, 0
19, 0, 0
20, 0, 0
21, 0, 0
22, 0, 0
23, 0, 0
24, 0, 0
25, 0, 0
26, 0, 0
27, 0, 0
28, 0, 0
29, 0, 0
30, 0, 0
31, 0, 0
32, 0, 0
33, 0, 0
34, 0, 0
35, 0, 0
36, 0, 0
37, 0, 0
38, 0, 0
39, 0, 0
40, 0, 0
41, 0, 0
42, 0, 0
43, 0, 0
44, 0, 0
45, 0, 0
46, 0, 0
47, 0, 0
48, 0, 0
49, 0, 0
50, 0, 0
51, 0, 0
52, 0, 0
53, 0, 0
54, 0, 0
55, 0, 0
56, 0, 0
57, 0, 0
58, 0, 0
59, 0, 0
60, 0, 0
61, 0, 0
62, 0, 0
63, 0, 0
64, 0, 0
65, 0, 0
66, 0, 0
67, 0, 0
68, 0, 0
69, 0, 0
70, 0, 0
71, 0, 0
72, 0, 0
73, 0, 0
74, 0, 0
75, 0, 0
76, 0, 0
77, 0, 0
78, 0, 0
79, 0, 0
80, 0, 0
81, 0, 0
82, 0, 0
83, 0, 0
83, 1, 0
83, 2, 0
83, 3, 0
83, 4, 0
83, 5, 0
83, 6, 0
83, 7, 0
83, 8, 0
83, 9, 0
83, 10, 0
83, 11, 0
83, 12, 0
83, 13, 0
83, 14, 0
83, 15, 0
83, 16, 0
83, 17, 0
83, 18, 0
83, 19, 0
83, 20, 0
83, 21, 0
83, 22, 0
83, 23, 0
83, 24, 0
83, 25, 0
83, 26, 0
83, 27, 0
83, 28, 0
83, 29, 0
83, 30, 0
83, 31, 0
83, 32, 0
83, 33, 0
83, 34, 0
83, 35, 0
83, 36, 0
83, 37, 0
83, 38, 0
83, 39, 0
83, 40, 0
83, 41, 0
83, 42, 0
83, 43, 0
83, 44, 0
83, 45, 0
83, 46, 0
83, 47, 0
83, 48, 0
83, 49, 0
83, 50, 0
83, 51, 0
83, 52, 0
83, 53, 0
83, 54, 0
83, 55, 0
83, 56, 0
83, 57, 0
83, 58, 0
83, 59, 0
83, 60, 0
83, 61, 0
83, 62, 0
83, 63, 0
83, 64, 0
83, 65, 0
83, 66, 0
83, 67, 0
83, 68, 0
83, 69, 0
83, 70, 0
83, 71, 0
83, 72, 0
83, 73, 0
83, 74, 0
83, 75, 0
83, 76, 0
83, 77, 0
83, 78, 0
83, 79, 0
83, 80, 0
83, 81, 0
83, 82, 0
83, 83, 0 
